file,x,y,facing,edge,wall,fraction,off_fwd_mm,off_left_mm
run_000.png,0,0,N,front,0,0.0000,5.9,8.2
run_000.png,0,0,N,back,1,0.5937,5.9,8.2
run_000.png,0,0,N,left,1,0.4366,5.9,8.2
run_000.png,0,0,N,right,0,0.0026,5.9,8.2
run_000.png,0,0,N,right:back,1,0.5126,5.9,8.2
run_000.png,0,0,N,right:front,1,0.4782,5.9,8.2
run_000.png,0,0,N,right:right,1,0.8531,5.9,8.2
run_001.png,0,1,N,front,1,0.3328,8.2,0.0
run_001.png,0,1,N,back,0,0.0000,8.2,0.0
run_001.png,0,1,N,left,1,0.4404,8.2,0.0
run_001.png,0,1,N,right,0,0.0000,8.2,0.0
run_001.png,0,1,N,right:back,1,0.4803,8.2,0.0
run_001.png,0,1,N,right:front,0,0.0000,8.2,0.0
run_001.png,0,1,N,right:right,0,0.0000,8.2,0.0
run_003.png,2,1,N,front,0,0.0000,,3.5
run_003.png,2,1,N,back,0,0.0000,,3.5
run_003.png,2,1,N,left,0,0.0000,,3.5
run_003.png,2,1,N,right,1,0.4385,,3.5
run_003.png,2,1,N,left:back,1,0.5008,,3.5
run_003.png,2,1,N,left:front,0,0.0000,,3.5
run_003.png,2,1,N,left:left,0,0.0000,,3.5
run_003.png,2,1,N,right:back,1,0.4823,,3.5
run_003.png,2,1,N,right:front,0,0.0000,,3.5
run_003.png,2,1,N,right:right,0,0.0000,,3.5
run_004.png,2,2,N,front,1,0.4070,-5.9,-2.3
run_004.png,2,2,N,back,0,0.0000,-5.9,-2.3
run_004.png,2,2,N,left,1,0.4382,-5.9,-2.3
run_004.png,2,2,N,right,0,0.0000,-5.9,-2.3
run_004.png,2,2,N,left:back,0,0.0000,-5.9,-2.3
run_004.png,2,2,N,left:front,1,0.4789,-5.9,-2.3
run_004.png,2,2,N,left:left,0,0.0000,-5.9,-2.3
run_004.png,2,2,N,right:back,0,0.0000,-5.9,-2.3
run_004.png,2,2,N,right:front,1,0.4714,-5.9,-2.3
run_004.png,2,2,N,right:right,1,0.8312,-5.9,-2.3
run_005.png,3,2,N,front,1,0.1764,,3.5
run_005.png,3,2,N,back,0,0.0000,,3.5
run_005.png,3,2,N,left,0,0.0000,,3.5
run_005.png,3,2,N,right,1,0.4356,,3.5
run_005.png,3,2,N,left:back,0,0.0000,,3.5
run_005.png,3,2,N,left:front,1,0.4699,,3.5
run_005.png,3,2,N,left:left,1,0.8300,,3.5
run_005.png,3,2,N,right:back,0,0.0000,,3.5
run_005.png,3,2,N,right:front,1,0.4699,,3.5
run_005.png,3,2,N,right:right,0,0.0000,,3.5
run_006.png,3,1,N,front,0,0.0000,-1.2,0.0
run_006.png,3,1,N,back,1,0.5682,-1.2,0.0
run_006.png,3,1,N,left,1,0.4448,-1.2,0.0
run_006.png,3,1,N,right,0,0.0000,-1.2,0.0
run_006.png,3,1,N,left:back,0,0.0000,-1.2,0.0
run_006.png,3,1,N,left:front,0,0.0000,-1.2,0.0
run_006.png,3,1,N,left:left,0,0.0000,-1.2,0.0
run_006.png,3,1,N,right:back,0,0.0000,-1.2,0.0
run_006.png,3,1,N,right:front,0,0.0000,-1.2,0.0
run_006.png,3,1,N,right:right,0,0.0000,-1.2,0.0
run_008.png,5,1,N,front,1,0.4183,-13.0,4.7
run_008.png,5,1,N,back,0,0.0000,-13.0,4.7
run_008.png,5,1,N,left,0,0.0000,-13.0,4.7
run_008.png,5,1,N,right,1,0.4438,-13.0,4.7
run_008.png,5,1,N,left:back,0,0.0000,-13.0,4.7
run_008.png,5,1,N,left:front,0,0.0000,-13.0,4.7
run_008.png,5,1,N,left:left,0,0.0000,-13.0,4.7
run_008.png,5,1,N,right:back,0,0.0000,-13.0,4.7
run_008.png,5,1,N,right:front,0,0.0000,-13.0,4.7
run_008.png,5,1,N,right:right,0,0.0000,-13.0,4.7
run_009.png,4,1,N,front,0,0.0000,,
run_009.png,4,1,N,back,0,0.0000,,
run_009.png,4,1,N,left,0,0.0000,,
run_009.png,4,1,N,right,0,0.0000,,
run_009.png,4,1,N,left:back,1,0.4741,,
run_009.png,4,1,N,left:front,0,0.0000,,
run_009.png,4,1,N,left:left,1,0.8782,,
run_009.png,4,1,N,right:back,0,0.0000,,
run_009.png,4,1,N,right:front,1,0.4700,,
run_009.png,4,1,N,right:right,1,0.8195,,
run_010.png,4,2,N,front,1,0.2793,4.7,-1.2
run_010.png,4,2,N,back,0,0.0000,4.7,-1.2
run_010.png,4,2,N,left,1,0.4511,4.7,-1.2
run_010.png,4,2,N,right,0,0.0000,4.7,-1.2
run_010.png,4,2,N,left:back,0,0.0000,4.7,-1.2
run_010.png,4,2,N,left:front,1,0.4700,4.7,-1.2
run_010.png,4,2,N,left:left,0,0.0000,4.7,-1.2
run_010.png,4,2,N,right:back,1,0.4680,4.7,-1.2
run_010.png,4,2,N,right:front,0,0.0000,4.7,-1.2
run_010.png,4,2,N,right:right,1,0.8148,4.7,-1.2
run_011.png,5,2,N,front,0,0.0000,-8.2,0.0
run_011.png,5,2,N,back,1,0.5489,-8.2,0.0
run_011.png,5,2,N,left,0,0.0000,-8.2,0.0
run_011.png,5,2,N,right,1,0.4443,-8.2,0.0
run_011.png,5,2,N,left:back,0,0.0000,-8.2,0.0
run_011.png,5,2,N,left:front,1,0.4760,-8.2,0.0
run_011.png,5,2,N,left:left,1,0.8432,-8.2,0.0
run_011.png,5,2,N,right:back,0,0.0000,-8.2,0.0
run_011.png,5,2,N,right:front,0,0.0000,-8.2,0.0
run_011.png,5,2,N,right:right,0,0.0000,-8.2,0.0
run_012.png,5,3,N,front,0,0.0000,,-1.2
run_012.png,5,3,N,back,0,0.0000,,-1.2
run_012.png,5,3,N,left,1,0.4471,,-1.2
run_012.png,5,3,N,right,0,0.0000,,-1.2
run_012.png,5,3,N,left:back,1,0.4685,,-1.2
run_012.png,5,3,N,left:front,0,0.0000,,-1.2
run_012.png,5,3,N,left:left,0,0.0000,,-1.2
run_012.png,5,3,N,right:back,0,0.0000,,-1.2
run_012.png,5,3,N,right:front,1,0.4768,,-1.2
run_012.png,5,3,N,right:right,1,0.8117,,-1.2
run_013.png,5,4,N,front,1,0.4091,-2.4,
run_013.png,5,4,N,back,0,0.0000,-2.4,
run_013.png,5,4,N,left,1,0.0917,-2.4,
run_013.png,5,4,N,right,0,0.0000,-2.4,
run_013.png,5,4,N,left:back,0,0.0000,-2.4,
run_013.png,5,4,N,left:front,0,0.0000,-2.4,
run_013.png,5,4,N,left:left,0,0.0000,-2.4,
run_013.png,5,4,N,right:back,1,0.4608,-2.4,
run_013.png,5,4,N,right:front,0,0.0000,-2.4,
run_013.png,5,4,N,right:right,1,0.8150,-2.4,
run_014.png,6,4,N,front,0,0.0000,-3.5,-2.3
run_014.png,6,4,N,back,1,0.5379,-3.5,-2.3
run_014.png,6,4,N,left,0,0.0000,-3.5,-2.3
run_014.png,6,4,N,right,1,0.4598,-3.5,-2.3
run_014.png,6,4,N,left:back,0,0.0000,-3.5,-2.3
run_014.png,6,4,N,left:front,1,0.4636,-3.5,-2.3
run_014.png,6,4,N,left:left,1,0.7481,-3.5,-2.3
run_014.png,6,4,N,right:back,1,0.4626,-3.5,-2.3
run_014.png,6,4,N,right:front,0,0.0000,-3.5,-2.3
run_014.png,6,4,N,right:right,1,0.8129,-3.5,-2.3
run_015.png,6,5,N,front,0,0.0000,,
run_015.png,6,5,N,back,0,0.0000,,
run_015.png,6,5,N,left,0,0.0000,,
run_015.png,6,5,N,right,0,0.0000,,
run_015.png,6,5,N,left:back,1,0.4599,,
run_015.png,6,5,N,left:front,1,0.4561,,
run_015.png,6,5,N,left:left,1,0.6887,,
run_015.png,6,5,N,right:back,0,0.0000,,
run_015.png,6,5,N,right:front,1,0.4626,,
run_015.png,6,5,N,right:right,1,0.8310,,
run_016.png,6,6,N,front,1,0.4010,-3.5,
run_016.png,6,6,N,back,0,0.0000,-3.5,
run_016.png,6,6,N,left,0,0.0000,-3.5,
run_016.png,6,6,N,right,0,0.0000,-3.5,
run_016.png,6,6,N,left:back,1,0.4380,-3.5,
run_016.png,6,6,N,left:front,1,0.4669,-3.5,
run_016.png,6,6,N,left:left,0,0.0000,-3.5,
run_016.png,6,6,N,right:back,1,0.4714,-3.5,
run_016.png,6,6,N,right:front,0,0.0000,-3.5,
run_016.png,6,6,N,right:right,1,0.8315,-3.5,
run_017.png,5,6,N,front,1,0.4041,1.2,
run_017.png,5,6,N,back,1,0.5454,1.2,
run_017.png,5,6,N,left,0,0.0000,1.2,
run_017.png,5,6,N,right,0,0.0000,1.2,
run_017.png,5,6,N,left:back,1,0.4728,1.2,
run_017.png,5,6,N,left:front,0,0.0000,1.2,
run_017.png,5,6,N,left:left,0,0.0000,1.2,
run_017.png,5,6,N,right:back,0,0.0000,1.2,
run_017.png,5,6,N,right:front,1,0.4583,1.2,
run_017.png,5,6,N,right:right,0,0.0000,1.2,
run_018.png,4,6,N,front,0,0.0000,1.2,
run_018.png,4,6,N,back,1,0.3730,1.2,
run_018.png,4,6,N,left,0,0.0000,1.2,
run_018.png,4,6,N,right,0,0.0000,1.2,
run_018.png,4,6,N,left:back,0,0.0000,1.2,
run_018.png,4,6,N,left:front,1,0.4593,1.2,
run_018.png,4,6,N,left:left,1,0.5514,1.2,
run_018.png,4,6,N,right:back,1,0.4704,1.2,
run_018.png,4,6,N,right:front,1,0.4604,1.2,
run_018.png,4,6,N,right:right,0,0.0000,1.2,
run_019.png,3,6,N,front,1,0.4028,0.0,-4.7
run_019.png,3,6,N,back,0,0.0000,0.0,-4.7
run_019.png,3,6,N,left,1,0.4438,0.0,-4.7
run_019.png,3,6,N,right,0,0.0000,0.0,-4.7
run_019.png,3,6,N,left:back,0,0.0000,0.0,-4.7
run_019.png,3,6,N,left:front,1,0.4569,0.0,-4.7
run_019.png,3,6,N,left:left,0,0.0000,0.0,-4.7
run_019.png,3,6,N,right:back,1,0.4765,0.0,-4.7
run_019.png,3,6,N,right:front,0,0.0000,0.0,-4.7
run_019.png,3,6,N,right:right,0,0.0000,0.0,-4.7
run_020.png,3,5,N,front,0,0.0000,2.4,4.7
run_020.png,3,5,N,back,1,0.5231,2.4,4.7
run_020.png,3,5,N,left,1,0.4403,2.4,4.7
run_020.png,3,5,N,right,0,0.0000,2.4,4.7
run_020.png,3,5,N,left:back,1,0.4689,2.4,4.7
run_020.png,3,5,N,left:front,0,0.0000,2.4,4.7
run_020.png,3,5,N,left:left,0,0.0000,2.4,4.7
run_020.png,3,5,N,right:back,0,0.0000,2.4,4.7
run_020.png,3,5,N,right:front,1,0.4573,2.4,4.7
run_020.png,3,5,N,right:right,1,0.8224,2.4,4.7
run_021.png,4,5,N,front,1,0.3960,2.4,-1.2
run_021.png,4,5,N,back,0,0.0000,2.4,-1.2
run_021.png,4,5,N,left,0,0.0000,2.4,-1.2
run_021.png,4,5,N,right,1,0.4468,2.4,-1.2
run_021.png,4,5,N,left:back,1,0.4697,2.4,-1.2
run_021.png,4,5,N,left:front,0,0.0000,2.4,-1.2
run_021.png,4,5,N,left:left,1,0.8289,2.4,-1.2
run_021.png,4,5,N,right:back,1,0.4677,2.4,-1.2
