file,x,y,facing,edge,wall,fraction,off_fwd_mm,off_left_mm
run_000.png,0,0,N,front,0,0.0000,7.1,7.6
run_000.png,0,0,N,back,1,0.5547,7.1,7.6
run_000.png,0,0,N,left,1,0.4430,7.1,7.6
run_000.png,0,0,N,right,1,0.4770,7.1,7.6
run_000.png,0,0,N,right:back,1,0.4946,7.1,7.6
run_000.png,0,0,N,right:front,0,0.0000,7.1,7.6
run_000.png,0,0,N,right:right,0,0.0000,7.1,7.6
run_001.png,0,1,N,front,0,0.0000,,-1.2
run_001.png,0,1,N,back,0,0.0000,,-1.2
run_001.png,0,1,N,left,1,0.4530,,-1.2
run_001.png,0,1,N,right,0,0.0000,,-1.2
run_001.png,0,1,N,right:back,0,0.0000,,-1.2
run_001.png,0,1,N,right:front,0,0.0000,,-1.2
run_001.png,0,1,N,right:right,0,0.0000,,-1.2
run_002.png,0,2,N,front,1,0.4186,5.9,-3.5
run_002.png,0,2,N,back,0,0.0000,5.9,-3.5
run_002.png,0,2,N,left,1,0.4576,5.9,-3.5
run_002.png,0,2,N,right,0,0.0000,5.9,-3.5
run_002.png,0,2,N,right:back,0,0.0000,5.9,-3.5
run_002.png,0,2,N,right:front,1,0.5019,5.9,-3.5
run_002.png,0,2,N,right:right,1,0.8065,5.9,-3.5
run_003.png,1,2,N,front,1,0.4327,-2.4,
run_003.png,1,2,N,back,0,0.0000,-2.4,
run_003.png,1,2,N,left,0,0.0000,-2.4,
run_003.png,1,2,N,right,1,0.4724,-2.4,
run_003.png,1,2,N,left:back,0,0.0000,-2.4,
run_003.png,1,2,N,left:front,1,0.4878,-2.4,
run_003.png,1,2,N,left:left,1,0.8341,-2.4,
run_003.png,1,2,N,right:back,0,0.0000,-2.4,
run_003.png,1,2,N,right:front,1,0.5195,-2.4,
run_003.png,1,2,N,right:right,1,1.0000,-2.4,
run_004.png,1,1,N,front,0,0.0000,,
run_004.png,1,1,N,back,0,0.0000,,
run_004.png,1,1,N,left,0,0.0000,,
run_004.png,1,1,N,right,0,0.0000,,
run_004.png,1,1,N,left:back,0,0.0000,,
run_004.png,1,1,N,left:front,0,0.0000,,
run_004.png,1,1,N,left:left,1,0.8424,,
run_004.png,1,1,N,right:back,0,0.0000,,
run_004.png,1,1,N,right:front,0,0.0000,,
run_004.png,1,1,N,right:right,1,0.8279,,
run_005.png,2,1,N,front,0,0.0000,,-4.7
run_005.png,2,1,N,back,0,0.0000,,-4.7
run_005.png,2,1,N,left,0,0.0000,,-4.7
run_005.png,2,1,N,right,1,0.4565,,-4.7
run_005.png,2,1,N,left:back,0,0.0000,,-4.7
run_005.png,2,1,N,left:front,0,0.0000,,-4.7
run_005.png,2,1,N,left:left,0,0.0000,,-4.7
run_006.png,2,2,N,front,1,0.4664,,
run_006.png,2,2,N,back,0,0.0000,,
run_006.png,2,2,N,left,1,0.4596,,
run_006.png,2,2,N,right,1,0.9999,,
run_006.png,2,2,N,left:back,0,0.0000,,
run_006.png,2,2,N,left:front,1,0.4918,,
run_006.png,2,2,N,left:left,0,0.0000,,
